"","thomas_num","thomas_name","icpsr","congress","year","st_name","cd","dem","majority","elected","female","afam","latino","votepct","votepct_sq","dwnom1","meddist","majdist","deleg_size","speaker","chair","subchr","power","budget","seniority","sensq","state_leg","state_leg_prof","maj_leader","min_leader","south","south_dem","ss_bills","ss_aic","ss_abc","ss_pass","ss_law","s_bills","s_aic","s_abc","s_pass","s_law","c_bills","c_aic","c_abc","c_pass","c_law","all_bills","all_aic","all_abc","all_pass","all_law","les","leslag"
"94","93","Daniel, Robert","14013","93","1973","VA","4","0","0","1972","0","0","0","47","2209","0.27700001","0.324000001","0.596500039","10","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","2","0","0","0","0","6","0","0","0","0","0.022740999",""
"95","94","Daniel, W.","12011","93","1973","VA","5","1","1","1968","0","0","0","100","10000","0.196999997","0.244000003","0.516499996","10","0","0","0","0","0","3","9","1","0.164000005","0","0","1","1","0","0","0","0","0","7","0","0","0","0","2","0","0","0","0","9","0","0","0","0","0.038246226",""
"96","95","Daniels, Dominick","2329","93","1973","NJ","14","1","1","1958","0","0","0","61","3721","-0.372999996","0.326000005","0.053499997","15","0","0","1","0","0","8","64","0","0","0","0","0","0","8","5","5","2","1","50","1","1","1","1","1","0","0","0","0","59","6","6","3","2","3.435356379",""
"97","96","Danielson, George","13010","93","1973","CA","29","1","1","1970","0","0","0","63","3969","-0.416999996","0.370000005","0.097499996","43","0","0","0","0","0","2","4","1","0.526000023","0","0","0","0","0","0","0","0","0","47","2","2","2","2","8","5","5","5","4","55","7","7","7","6","1.605674386",""
"98","97","Davis, John","10512","93","1973","GA","7","1","1","1960","0","0","0","58","3364","-0.116999999","0.07","0.202500001","10","0","0","1","0","0","7","49","0","0","0","0","1","1","0","0","0","0","0","44","0","0","0","0","7","0","0","0","0","51","0","0","0","0","0.234645754",""
"99","98","Davis, Glenn","2383","93","1973","WI","9","0","0","1946","0","0","0","61","3721","0.5","0.546999991","0.819500029","9","0","0","0","1","0","14","196","1","0.248999998","0","0","0","0","0","0","0","0","0","10","0","0","0","0","2","1","1","1","1","12","1","1","1","1","0.146356761",""
"100","99","Davis, Mendel","13048","93","1973","SC","1","1","1","1971","0","0","0","54","2916","-0.163000003","0.116000004","0.156499997","6","0","0","0","0","0","2","4","0","0","0","0","1","1","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0.062020905",""
"101","100","Delaney, James","2476","93","1973","NY","9","1","1","1948","0","0","0","93","8649","-0.280000001","0.232999995","0.039499998","39","0","0","0","1","0","13","169","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","1","0","0","0","0","20","0","0","0","0","0.099233449",""
"102","101","Dellenback, John","11011","93","1973","OR","4","0","0","1966","0","0","0","63","3969","0.245000005","0.291999996","0.564500034","4","0","0","0","0","0","4","16","1","0.232999995","0","0","0","0","0","0","0","0","0","32","0","0","0","0","4","0","1","1","0","36","0","1","1","0","0.208473176",""
"103","102","Dellums, Ronald","13011","93","1973","CA","7","1","1","1970","0","1","0","56","3136","-0.690999985","0.643999994","0.371499985","43","0","0","1","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","114","1","1","0","0","4","1","1","0","0","118","2","2","0","0","0.818128228",""
"104","103","Denholm, Frank","13012","93","1973","SD","1","1","1","1970","0","0","0","61","3721","-0.381000012","0.334000021","0.061500013","6","0","0","0","0","0","2","4","0","0","0","0","0","0","1","1","1","1","0","36","2","2","2","0","1","1","1","1","1","38","4","4","4","1","1.450345397",""
"105","104","Dennis, David","12012","93","1973","IN","10","0","0","1968","0","0","0","57","3249","0.508000016","0.555000007","0.827500045","11","0","0","0","0","0","3","9","1","0.143000007","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0.056852497",""
"106","105","Dent, John","2513","93","1973","PA","21","1","1","1958","0","0","0","62","3844","-0.335999995","0.289000005","0.016499996","25","0","0","1","0","0","8","64","1","0.344999999","0","0","0","0","7","4","4","3","1","50","0","0","0","0","0","0","0","0","0","57","4","4","3","1","2.791796207",""
"107","106","Derwinski, Edward","2525","93","1973","IL","4","0","0","1958","0","0","0","71","5041","0.280999988","0.327999979","0.600499988","24","0","0","0","0","0","8","64","1","0.344000012","0","0","0","0","0","0","0","0","0","17","0","0","0","0","2","0","0","0","0","19","0","0","0","0","0.089930311",""
"108","107","Devine, Samuel","2533","93","1973","OH","12","0","0","1958","0","0","0","56","3136","0.493000001","0.540000021","0.8125","23","0","0","0","0","0","8","64","1","0.354999989","0","1","0","0","0","0","0","0","0","19","0","0","0","0","1","0","0","0","0","20","0","0","0","0","0.099233449",""
"109","108","Dickinson, William","10717","93","1973","AL","2","0","0","1964","0","0","0","55","3025","0.38499999","0.431999981","0.70450002","7","0","0","0","0","0","5","25","0","0","0","0","1","0","1","0","0","0","0","29","2","2","2","1","3","0","0","0","0","33","2","2","2","1","0.91642499",""
"110","109","Diggs, Charles","2594","93","1973","MI","13","1","1","1954","0","1","0","86","7396","-0.522000015","0.475000024","0.202500015","19","0","1","1","0","0","10","100","1","0.463","0","0","0","0","1","1","1","1","0","55","11","11","10","9","1","0","0","0","0","57","12","12","11","9","5.520431519",""
"111","110","Dingell, John","2605","93","1973","MI","16","1","1","1955","0","0","0","68","4624","-0.446999997","0.400000006","0.127499998","19","0","0","1","0","0","10","100","0","0","0","0","0","0","3","2","2","1","0","120","1","1","1","0","3","0","0","0","0","126","3","3","2","0","1.899208903",""
"112","111","Donohue, Harold","2660","93","1973","MA","3","1","1","1946","0","0","0","100","10000","-0.356999993","0.310000002","0.037499994","12","0","0","1","0","0","14","196","0","0","0","0","0","0","1","1","1","1","1","19","1","1","1","0","3","1","1","1","1","23","3","3","3","2","1.420372844",""
"113","112","Dorn, William","2672","93","1973","SC","3","1","1","1950","0","0","0","75","5625","0.024","0.071000002","0.343499988","6","0","1","0","0","0","12","144","1","0.280999988","0","0","1","1","2","2","2","2","2","93","2","2","2","0","2","0","0","0","0","97","4","4","4","2","2.935662746",""
"114","113","Downing, Thomas","2706","93","1973","VA","1","1","1","1958","0","0","0","78","6084","0.021","0.067999996","0.340499997","10","0","0","1","0","0","8","64","0","0","0","0","1","1","1","1","1","1","1","55","1","2","2","1","2","1","1","1","0","58","3","4","4","2","1.938508511",""
"115","114","Drinan, Robert","13013","93","1973","MA","4","1","1","1970","0","0","0","49","2401","-0.474999994","0.428000003","0.155499995","12","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","5","1","1","1","0","27","1","1","1","0","0.176888749",""
"116","115","Dulski, Thaddeus","2752","93","1973","NY","37","1","1","1958","0","0","0","72","5184","-0.193000004","0.145999998","0.126499996","39","0","1","1","0","0","8","64","0","0","0","0","0","0","3","1","2","2","1","70","5","5","5","4","3","0","0","0","0","76","6","7","7","5","3.853629827",""
"117","116","Duncan, John","10719","93","1973","TN","2","0","0","1964","0","0","0","100","10000","0.207000002","0.254000008","0.526499987","8","0","0","0","1","0","5","25","0","0","0","0","1","0","0","0","0","0","0","48","0","0","0","0","9","0","0","0","0","57","0","0","0","0","0.257386774",""
"118","117","Eckhardt, Bob","11013","93","1973","TX","8","1","1","1966","0","0","0","64","4096","-0.549000025","0.502000034","0.229500026","24","0","0","0","0","0","4","16","1","0.191","0","0","1","1","2","1","1","1","1","14","0","0","0","0","4","0","0","0","0","20","1","1","1","1","1.023219228",""
"119","118","Edwards, Don","10583","93","1973","CA","9","1","1","1962","0","0","0","72","5184","-0.643000007","0.596000016","0.323500007","43","0","0","1","0","0","6","36","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","4","0","0","0","0","29","0","0","0","0","0.133344948",""
"120","119","Edwards, Jack","10721","93","1973","AL","1","0","0","1964","0","0","0","77","5929","0.194999993","0.241999999","0.514500022","7","0","0","0","1","0","5","25","0","0","0","1","1","0","0","0","0","0","0","46","0","0","0","0","4","0","0","0","0","50","0","0","0","0","0.241881534",""
"121","120","Eilberg, Joshua","11014","93","1973","PA","4","1","1","1966","0","0","0","56","3136","-0.425000012","0.378000021","0.105500013","25","0","0","1","0","0","4","16","1","0.344999999","0","0","0","0","0","0","0","0","0","60","0","0","0","0","4","0","0","0","0","64","0","0","0","0","0.314239264",""
"122","121","Erlenborn, John","10722","93","1973","IL","14","0","0","1964","0","0","0","73","5329","0.279000014","0.326000005","0.598500013","24","0","0","0","0","0","5","25","1","0.344000012","0","0","0","0","2","1","1","0","0","42","0","0","0","0","0","0","0","0","0","44","1","1","0","0","0.612404943",""
"123","122","Esch, Marvin","11015","93","1973","MI","2","0","0","1966","0","0","0","56","3136","0.112999998","0.159999996","0.432500005","19","0","0","0","0","0","4","16","1","0.463","0","0","0","0","3","0","0","0","0","71","0","0","0","0","0","0","0","0","0","74","0","0","0","0","0.397967488",""
"124","123","Eshleman, Edwin","11016","93","1973","PA","16","0","0","1966","0","0","0","73","5329","0.254999995","0.301999986","0.574500024","25","0","0","0","0","0","4","16","1","0.344999999","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0.041347269",""
"125","124","Evans, Frank","10723","93","1973","CO","3","1","1","1964","0","0","0","66","4356","-0.314999998","0.268000007","0.004500003","5","0","0","0","1","0","5","25","1","0.284000009","0","0","0","0","0","0","0","0","0","20","0","0","0","0","2","2","2","1","1","22","2","2","1","1","0.235506669",""
"126","125","Evins, Joe","3034","93","1973","TN","4","1","1","1946","0","0","0","81","6561","-0.289999992","0.242999986","0.029500008","8","0","0","1","1","0","14","196","0","0","0","0","1","1","2","2","2","2","2","11","0","0","0","0","0","0","0","0","0","13","2","2","2","2","1.929632425",""
"127","126","Fascell, Dante","3078","93","1973","FL","15","1","1","1954","0","0","0","57","3249","-0.372999996","0.326000005","0.053499997","15","0","0","1","0","0","10","100","1","0.224000007","0","0","1","1","0","0","0","0","0","40","1","1","1","1","4","1","1","1","0","44","2","2","2","1","0.731912971",""
"128","127","Fauntroy, Walter","","93","1973","DC","1","","0","1970","0","1","0","","","","","","1","0","0","1","0","0","2","4","0","","0","0","0","0","0","0","0","0","0","30","3","3","2","2","3","0","0","0","0","33","3","3","2","2","1.271535516",""
"129","128","Findley, Paul","10517","93","1973","IL","20","0","0","1960","0","0","0","69","4761","0.185000002","0.232000008","0.504500031","24","0","0","0","0","0","7","49","0","0","0","0","0","0","0","0","0","0","0","38","1","1","1","1","0","0","0","0","0","38","1","1","1","1","0.659426093",""
"130","129","Fish, Hamilton","12013","93","1973","NY","25","0","0","1968","0","0","0","72","5184","0.057","0.104000002","0.37650001","39","0","0","0","0","0","3","9","0","0","0","0","0","0","0","0","0","0","0","58","0","0","0","0","7","0","0","0","0","65","0","0","0","0","0.307003498",""
"131","130","Fisher, O.","3171","93","1973","TX","21","1","1","1942","0","0","0","57","3249","0.120999999","0.167999998","0.440499991","24","0","0","1","0","0","16","256","1","0.191","0","0","1","1","1","1","1","1","0","21","1","1","1","1","14","2","2","2","1","36","4","4","4","2","1.327145576",""
"132","131","Flood, Daniel","3224","93","1973","PA","11","1","1","1954","0","0","0","68","4624","-0.360000014","0.313000023","0.040500015","25","0","0","1","1","0","10","100","0","0","0","0","0","0","2","2","2","2","2","23","0","0","0","0","4","1","1","1","1","29","3","3","3","3","2.08839345",""
"133","132","Flowers, Walter","12014","93","1973","AL","7","1","1","1968","0","0","0","85","7225","-0.090999998","0.044","0.228500009","7","0","0","0","0","0","3","9","0","0","0","0","1","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0.046515681",""
"134","133","Flynt, John","3242","93","1973","GA","6","1","1","1954","0","0","0","100","10000","0.119999997","0.166999996","0.439500004","10","0","0","0","1","0","10","100","1","0.142000005","0","0","1","1","0","0","0","0","0","32","1","1","1","1","1","0","0","0","0","33","1","1","1","1","0.629449368",""
"135","134","Foley, Thomas","10726","93","1973","WA","5","1","1","1964","0","0","0","81","6561","-0.287999988","0.240999982","0.031500012","7","0","0","1","0","0","5","25","0","0","0","0","0","0","1","0","0","0","0","17","3","3","3","1","3","1","1","1","1","21","4","4","4","2","1.237086177",""
"136","135","Ford, William","10727","93","1973","MI","15","1","1","1964","0","0","0","66","4356","-0.497999996","0.451000005","0.178499997","19","0","0","1","0","0","5","25","1","0.463","0","0","0","0","2","2","2","1","0","29","0","0","0","0","0","0","0","0","0","31","2","2","1","0","1.125369072",""
"137","136","Ford, Gerald","3268","93","1973","MI","5","0","0","1948","0","0","0","61","3721","0.312999994","0.359999985","0.632499993","19","0","0","0","0","0","13","169","0","0","0","1","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0.082694538",""
"138","137","Forsythe, Edwin","12046","93","1973","NJ","6","0","0","1970","0","0","0","63","3969","0.226999998","0.273999989","0.546500027","15","0","0","0","0","0","2","4","1","0.174999997","0","0","0","0","0","0","0","0","0","44","0","0","0","0","4","2","2","2","2","48","2","2","2","2","0.416755348",""
"139","138","Fountain, L.","3321","93","1973","NC","2","1","1","1952","0","0","0","72","5184","0.015","0.061999999","0.334499985","11","0","0","1","0","0","11","121","1","0.189999998","0","0","1","1","0","0","0","0","0","12","1","1","0","0","0","0","0","0","0","12","1","1","0","0","0.249349982",""
"140","139","Fraser, Donald","10585","93","1973","MN","5","1","1","1962","0","0","0","66","4356","-0.469000012","0.422000021","0.149500012","8","0","0","0","0","0","6","36","1","0.210999995","0","0","0","0","4","3","3","3","2","119","2","2","2","2","1","0","0","0","0","124","5","5","5","4","4.015734673",""
"141","140","Frelinghuysen, Peter","3364","93","1973","NJ","5","0","0","1952","0","0","0","62","3844","0.217999995","0.264999986","0.537500024","15","0","0","0","0","0","11","121","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0.056852497",""
"142","141","Frenzel, Bill","13015","93","1973","MN","3","0","0","1970","0","0","0","63","3969","0.248999998","0.296000004","0.568499982","8","0","0","0","0","0","2","4","1","0.210999995","0","0","0","0","1","0","0","0","0","55","0","0","0","0","1","0","0","0","0","57","0","0","0","0","0.295632988",""
"143","142","Frey, Lou","12015","93","1973","FL","9","0","0","1968","0","0","0","100","10000","0.241999999","0.289000005","0.561500013","15","0","0","0","0","0","3","9","0","0","0","0","1","0","2","1","1","1","1","93","3","3","3","1","5","0","0","0","0","100","4","4","4","2","2.475737333",""
"144","143","Froehlich, Harold","14014","93","1973","WI","8","0","0","1972","0","0","0","50","2500","0.293000013","0.340000004","0.612500012","9","0","0","0","0","0","1","1","1","0.248999998","0","0","0","0","1","1","1","1","1","49","0","0","0","0","1","0","0","0","0","51","1","1","1","1","1.190675735",""
"145","144","Fulton, Richard","10586","93","1973","TN","5","1","1","1962","0","0","0","63","3969","-0.319000006","0.272000015","0.000499994","8","0","0","0","1","0","6","36","1","0.149000004","0","0","1","1","2","1","1","1","1","72","1","1","1","1","3","0","0","0","0","77","2","2","2","2","1.78497982",""
